"","Date","PosCount","NegCount","TrustCount","AngerCount","AnticipationCount","DisgustCount","FearCount","JoyCount","SadnessCount","SurpriseCount"
"920",2010-12-16,18,37,15,22,9,6,31,5,15,3
"921",2010-12-17,21,34,22,12,6,4,25,6,11,3
"922",2010-12-18,27,31,22,18,12,4,25,4,12,5
"923",2010-12-19,23,38,23,12,6,11,24,5,13,1
"924",2010-12-20,29,39,22,17,11,7,31,9,10,5
"925",2010-12-21,27,30,17,19,13,8,21,7,15,9
"926",2010-12-22,18,20,20,14,8,7,22,4,13,5
"927",2010-12-23,25,32,23,12,11,7,25,8,16,7
"928",2010-12-24,20,29,13,16,10,10,20,5,15,8
"929",2010-12-25,27,23,18,15,6,8,24,9,14,6
"930",2010-12-26,36,27,23,14,9,9,18,10,10,8
"931",2010-12-27,31,45,25,18,14,13,27,8,12,6
"932",2010-12-28,21,37,18,19,11,8,26,2,13,8
"933",2010-12-29,28,31,22,18,14,6,23,7,7,4
"934",2010-12-30,26,29,18,15,8,9,19,10,12,6
"935",2010-12-31,34,32,28,15,20,15,33,12,9,8
"936",2011-01-01,30,29,25,19,13,8,20,9,12,11
"937",2011-01-02,19,33,20,15,10,9,20,4,9,3
"938",2011-01-03,23,26,13,14,9,8,20,4,11,8
"939",2011-01-04,22,23,17,8,12,4,25,5,11,7
"940",2011-01-05,35,30,26,10,13,6,18,6,12,4
"941",2011-01-06,22,30,11,14,10,11,26,6,13,8
"942",2011-01-07,30,35,27,14,17,4,19,13,13,11
"943",2011-01-08,25,22,21,8,7,2,12,5,9,2
"944",2011-01-09,27,18,18,11,15,3,10,8,7,7
"945",2011-01-10,40,25,25,18,19,11,24,11,11,10
"946",2011-01-11,21,30,13,14,8,7,26,9,17,5
"947",2011-01-12,24,38,17,20,12,11,28,5,17,9
"948",2011-01-13,23,18,20,11,9,8,12,9,7,6
"949",2011-01-14,34,16,23,5,18,3,13,9,6,7
"950",2011-01-15,27,41,19,21,18,6,27,4,22,14
"951",2011-01-16,13,20,9,13,8,5,17,1,9,11
"952",2011-01-17,18,19,13,9,6,5,13,7,5,4
"953",2011-01-18,28,25,18,18,18,8,25,9,14,7
"954",2011-01-19,23,19,23,7,9,4,11,7,10,6
"955",2011-01-20,31,39,23,22,20,11,32,12,13,11
"956",2011-01-21,24,38,16,20,9,7,24,5,15,3
"957",2011-01-22,30,20,20,10,13,5,14,7,10,4
"958",2011-01-23,33,34,20,23,22,8,22,9,14,14
"959",2011-01-24,29,15,11,13,11,4,10,7,4,6
"960",2011-01-25,17,22,15,11,9,4,18,6,10,9
"961",2011-01-26,23,21,21,10,5,4,19,2,6,1
"962",2011-01-27,19,30,16,18,9,7,24,3,10,7
"963",2011-01-28,9,22,7,9,8,2,21,0,7,4
"964",2011-01-29,24,18,19,10,12,4,14,5,11,3
"965",2011-01-30,33,17,21,12,12,3,19,7,9,7
"966",2011-01-31,20,23,10,13,15,3,19,7,9,8
"967",2011-02-01,23,22,15,9,13,3,20,5,9,4
"968",2011-02-02,24,24,20,14,12,5,21,9,5,7
"969",2011-02-03,26,29,18,17,13,8,24,6,12,4
"970",2011-02-04,21,30,14,12,12,4,23,5,12,5
"971",2011-02-05,26,30,21,16,10,7,24,4,14,5
"972",2011-02-06,41,39,29,20,17,8,28,7,10,3
"973",2011-02-07,25,22,21,15,11,7,13,8,15,7
"974",2011-02-08,14,17,12,9,15,3,15,6,10,7
"975",2011-02-09,15,35,9,17,9,4,25,5,17,8
"976",2011-02-10,33,23,17,16,16,5,16,12,12,10
"977",2011-02-11,26,16,17,8,13,1,12,3,6,4
"978",2011-02-12,27,21,18,7,13,2,18,7,7,10
"979",2011-02-13,22,30,19,18,14,9,17,8,10,8
"980",2011-02-14,26,23,15,13,12,3,17,7,5,3
"981",2011-02-15,15,26,8,14,8,8,22,1,15,5
"982",2011-02-16,20,29,15,15,8,5,15,6,9,6
"983",2011-02-17,24,31,17,18,7,9,31,5,10,5
"984",2011-02-18,18,30,12,19,7,11,28,4,16,3
"985",2011-02-19,14,15,14,10,6,5,19,5,5,2
"986",2011-02-20,30,23,18,16,20,6,26,7,16,13
"987",2011-02-21,16,27,9,17,5,6,17,3,8,4
"988",2011-02-22,25,21,14,15,7,6,22,5,13,7
"989",2011-02-23,18,18,9,12,9,2,16,5,8,7
"990",2011-02-24,20,24,10,13,10,5,14,8,10,10
"991",2011-02-25,19,21,9,17,8,7,17,5,10,8
"992",2011-02-26,25,26,21,11,14,4,22,8,13,6
"993",2011-02-27,30,36,18,16,10,10,29,7,12,6
"994",2011-02-28,23,27,13,14,12,5,19,13,12,6
"995",2011-03-01,33,29,16,16,15,4,20,12,6,6
"996",2011-03-02,22,31,15,15,9,7,22,4,9,6
"997",2011-03-03,24,28,8,22,11,3,24,7,10,6
"998",2011-03-04,18,36,17,20,9,15,26,7,22,9
"999",2011-03-05,24,29,19,14,13,5,24,6,12,8
"1000",2011-03-06,26,26,25,16,10,6,24,4,13,7
"1001",2011-03-07,20,19,17,8,6,2,12,5,7,5
"1002",2011-03-08,26,35,16,21,12,8,26,7,15,1
"1003",2011-03-09,21,28,16,19,6,10,28,4,15,8
"1004",2011-03-10,24,19,19,13,8,2,22,7,9,1
"1005",2011-03-11,11,23,6,16,4,3,28,2,13,12
"1006",2011-03-12,19,24,19,10,10,2,27,10,12,12
"1007",2011-03-13,18,25,13,10,7,1,22,4,10,9
"1008",2011-03-14,23,29,18,18,12,5,30,3,14,12
"1009",2011-03-15,31,33,19,15,8,5,25,8,15,12
"1010",2011-03-16,28,39,25,19,15,9,34,7,21,11
"1011",2011-03-17,29,28,20,18,15,5,27,8,8,8
"1012",2011-03-18,28,27,9,11,7,4,18,5,12,8
"1013",2011-03-19,16,25,10,11,8,4,22,3,13,6
"1014",2011-03-20,22,23,12,13,9,3,25,7,10,8
"1015",2011-03-21,17,21,16,12,5,3,19,2,11,9
"1016",2011-03-22,33,35,25,17,9,9,30,9,19,7
"1017",2011-03-23,28,34,20,15,15,7,27,10,17,14
"1018",2011-03-24,21,32,12,13,5,4,26,4,16,6
"1019",2011-03-25,17,24,10,10,10,6,21,4,8,7
"1020",2011-03-26,22,41,10,14,10,7,32,6,18,12
"1021",2011-03-27,20,36,15,21,9,9,37,7,16,10
"1022",2011-03-28,14,43,10,21,6,13,26,3,23,5
"1023",2011-03-29,24,24,19,10,12,6,18,6,12,7
"1024",2011-03-30,22,23,12,9,10,4,21,4,10,7
"1025",2011-03-31,29,22,16,12,13,4,17,8,9,6
"1026",2011-04-01,27,28,21,13,9,3,16,9,18,6
"1027",2011-04-02,20,34,13,20,9,7,31,4,19,4
"1028",2011-04-03,20,22,11,7,4,5,14,6,8,3
"1029",2011-04-04,33,21,23,5,13,0,18,7,4,2
"1030",2011-04-05,24,29,19,13,10,8,19,6,15,9
"1031",2011-04-06,24,25,20,12,10,3,22,7,12,6
"1032",2011-04-07,24,33,18,12,9,3,24,5,13,6
"1033",2011-04-08,27,24,17,12,12,6,10,8,9,7
"1034",2011-04-09,26,31,16,18,6,9,30,10,15,11
"1035",2011-04-10,19,28,14,25,12,7,29,8,22,10
"1036",2011-04-11,20,23,16,7,7,3,14,5,8,3
"1037",2011-04-12,21,27,16,13,8,5,20,7,11,4
"1038",2011-04-13,18,28,16,9,8,5,18,7,14,4
"1039",2011-04-14,21,25,15,12,8,4,28,3,9,5
"1040",2011-04-15,21,29,15,19,8,7,28,5,16,6
"1041",2011-04-16,23,32,22,13,11,5,27,3,12,8
"1042",2011-04-17,8,29,8,16,5,6,19,2,6,4
"1043",2011-04-18,26,21,13,10,10,3,16,7,9,6
"1044",2011-04-19,14,24,11,13,7,10,19,5,9,5
"1045",2011-04-20,20,23,20,15,9,5,26,6,14,5
"1046",2011-04-21,10,23,9,9,3,1,14,4,3,3
"1047",2011-04-22,15,36,8,20,11,5,27,3,12,4
"1048",2011-04-23,22,25,12,15,12,10,13,9,9,11
"1049",2011-04-24,18,22,8,10,8,6,15,7,10,6
"1050",2011-04-25,22,23,18,12,13,6,24,6,9,6
"1051",2011-04-26,29,43,21,26,13,10,36,11,23,11
"1052",2011-04-27,20,24,16,9,10,1,20,6,9,5
"1053",2011-04-28,25,29,16,16,12,6,27,8,10,9
"1054",2011-04-29,18,28,15,16,12,9,14,7,8,6
"1055",2011-04-30,23,29,17,17,12,7,25,3,12,5
"1056",2011-05-01,25,24,19,16,17,4,15,14,9,7
"1057",2011-05-02,22,35,14,13,8,4,26,4,10,5
"1058",2011-05-03,17,25,19,10,13,6,19,11,11,5
"1059",2011-05-04,11,32,11,14,7,4,17,3,11,7
"1060",2011-05-05,15,41,9,21,7,5,29,3,11,13
"1061",2011-05-06,26,35,25,20,15,7,23,10,13,10
"1062",2011-05-07,17,31,13,18,11,9,17,5,12,10
"1063",2011-05-08,26,32,30,16,11,5,24,14,10,6
"1064",2011-05-09,25,37,20,19,14,11,29,10,17,9
"1065",2011-05-10,34,34,19,17,24,6,25,7,10,10
"1066",2011-05-11,25,29,17,16,10,11,21,7,12,7
"1067",2011-05-12,21,35,11,17,10,12,20,5,12,3
"1068",2011-05-13,18,40,13,18,10,7,28,3,20,8
"1069",2011-05-14,22,37,19,19,12,15,25,6,20,6
"1070",2011-05-15,26,27,17,18,17,7,24,8,16,9
"1071",2011-05-16,20,18,10,5,6,5,12,4,4,3
"1072",2011-05-17,29,26,17,14,12,6,25,7,14,9
"1073",2011-05-18,31,26,21,13,20,2,23,13,13,9
"1074",2011-05-19,14,14,12,8,6,2,13,5,5,1
"1075",2011-05-20,19,16,12,9,13,3,15,7,7,7
"1076",2011-05-21,41,33,28,18,15,6,31,13,13,7
"1077",2011-05-22,30,19,21,11,12,5,15,11,6,13
"1078",2011-05-23,22,31,21,20,16,10,29,7,18,8
"1079",2011-05-24,21,34,20,24,13,11,36,2,18,14
"1080",2011-05-25,23,27,21,14,11,8,19,9,13,12
"1081",2011-05-26,29,31,25,8,11,7,19,8,10,2
"1082",2011-05-27,18,32,17,17,8,5,30,2,15,8
"1083",2011-05-28,18,23,15,12,11,6,21,10,9,8
"1084",2011-05-29,27,29,23,19,9,11,25,6,13,5
"1085",2011-05-30,16,25,14,13,7,8,20,6,15,6
"1086",2011-05-31,18,23,11,7,10,6,19,4,6,5
"1087",2011-06-01,32,37,18,22,20,13,27,17,23,11
"1088",2011-06-02,19,34,17,17,9,8,32,5,16,5
"1089",2011-06-03,18,32,16,15,10,6,23,8,16,7
"1090",2011-06-04,26,29,16,16,15,7,21,7,14,5
"1091",2011-06-05,33,18,24,3,10,1,9,7,7,6
"1092",2011-06-06,20,25,15,16,18,9,22,8,12,9
"1093",2011-06-07,27,21,18,9,13,7,14,10,6,6
"1094",2011-06-08,16,26,16,8,3,2,16,3,6,3
"1095",2011-06-09,17,33,16,9,5,8,19,5,10,6
"1096",2011-06-10,17,20,19,8,6,2,13,2,4,3
"1097",2011-06-11,22,30,14,18,18,11,24,11,13,10
"1098",2011-06-12,26,36,19,14,11,7,27,9,12,10
"1099",2011-06-13,14,27,9,15,6,4,15,5,11,6
"1100",2011-06-14,25,36,18,19,10,6,26,10,12,6
"1101",2011-06-15,24,33,23,20,13,10,23,8,13,7
"1102",2011-06-16,26,26,22,14,10,4,24,9,11,5
"1103",2011-06-17,16,25,11,12,3,2,21,3,9,4
"1104",2011-06-18,13,24,10,9,9,4,15,5,6,4
"1105",2011-06-19,17,32,19,17,13,8,27,7,12,5
"1106",2011-06-20,23,28,18,19,9,8,22,2,9,8
"1107",2011-06-21,21,25,18,12,10,1,22,6,8,4
"1108",2011-06-22,15,26,13,12,8,5,23,4,10,4
"1109",2011-06-23,23,35,17,23,7,15,26,6,20,7
"1110",2011-06-24,25,22,21,14,9,6,18,8,9,1
"1111",2011-06-25,17,25,13,12,12,9,13,11,12,6
"1112",2011-06-26,26,32,21,17,11,8,24,12,13,1
"1113",2011-06-27,30,34,24,14,14,3,19,9,10,3
"1114",2011-06-28,25,40,15,25,13,9,25,4,13,9
"1115",2011-06-29,20,28,10,16,7,4,19,5,9,6
"1116",2011-06-30,16,22,10,9,6,5,18,2,7,3
"1117",2011-07-01,18,20,14,8,9,3,15,4,10,3
"1118",2011-07-02,28,29,27,15,11,6,14,10,11,5
"1119",2011-07-03,27,24,16,8,12,5,14,7,6,5
"1120",2011-07-04,24,18,9,8,11,3,14,8,7,6
"1121",2011-07-05,22,39,19,29,13,6,38,3,19,4
"1122",2011-07-06,20,22,15,9,9,2,9,7,4,3
"1123",2011-07-07,22,27,16,15,13,7,20,5,12,6
"1124",2011-07-08,18,29,20,19,10,13,24,6,13,4
"1125",2011-07-09,19,26,17,6,8,6,16,5,10,2
"1126",2011-07-10,27,28,18,16,11,11,17,15,14,9
"1127",2011-07-11,19,41,15,17,6,7,24,3,8,7
"1128",2011-07-12,28,28,22,11,17,6,18,7,12,6
"1129",2011-07-13,24,26,19,13,12,7,30,8,19,7
"1130",2011-07-14,22,18,18,9,9,4,9,6,5,4
"1131",2011-07-15,10,19,13,9,8,2,14,3,6,2
"1132",2011-07-16,32,27,11,8,10,3,12,6,6,4
"1133",2011-07-17,21,29,13,12,12,4,25,6,12,4
"1134",2011-07-18,32,18,22,9,14,6,15,10,6,8
"1135",2011-07-19,27,16,17,6,14,5,14,9,8,7
"1136",2011-07-20,33,35,21,20,17,11,24,12,17,6
"1137",2011-07-21,21,24,17,12,8,6,23,4,8,3
"1138",2011-07-22,13,29,10,15,4,4,25,3,9,10
"1139",2011-07-23,20,30,14,16,9,7,22,4,12,4
"1140",2011-07-24,25,33,15,23,9,14,26,10,16,9
"1141",2011-07-25,27,31,21,21,11,11,28,9,12,12
"1142",2011-07-26,30,42,17,28,20,13,34,12,18,12
"1143",2011-07-27,26,23,17,15,11,6,16,6,8,6
"1144",2011-07-28,21,26,15,15,6,7,16,3,13,5
"1145",2011-07-29,26,27,19,12,13,9,19,10,12,5
"1146",2011-07-30,18,24,14,17,7,5,23,5,11,8
"1147",2011-07-31,16,28,10,17,6,7,24,3,18,7
"1148",2011-08-01,12,30,6,20,5,12,27,2,17,9
"1149",2011-08-02,23,32,12,15,10,7,24,5,12,5
"1150",2011-08-03,24,28,18,12,13,6,19,5,14,7
"1151",2011-08-04,16,29,19,16,13,7,21,6,13,11
"1152",2011-08-05,22,32,13,14,6,5,20,3,10,5
"1153",2011-08-06,20,29,14,13,7,5,19,7,14,6
"1154",2011-08-07,31,46,28,25,13,11,42,7,23,8
"1155",2011-08-08,20,26,14,11,9,3,17,5,12,4
"1156",2011-08-09,16,19,13,9,6,2,21,4,9,2
"1157",2011-08-10,18,26,12,10,3,6,17,1,11,2
"1158",2011-08-11,21,28,15,19,9,6,28,5,12,6
"1159",2011-08-12,31,35,16,22,14,13,29,10,20,9
"1160",2011-08-13,30,35,24,14,15,9,21,6,16,4
"1161",2011-08-14,31,26,24,13,15,6,20,14,12,9
"1162",2011-08-15,16,28,14,11,3,4,16,4,5,2
"1163",2011-08-16,19,24,17,9,8,5,19,3,6,2
"1164",2011-08-17,34,36,19,24,16,8,31,10,19,10
"1165",2011-08-18,37,32,22,19,14,6,22,10,14,7
"1166",2011-08-19,28,31,18,25,14,9,35,10,18,9
"1167",2011-08-20,23,22,14,12,12,9,22,9,11,6
"1168",2011-08-21,21,35,10,22,9,8,30,4,15,2
"1169",2011-08-22,12,23,7,14,7,6,15,2,7,3
"1170",2011-08-23,28,23,16,10,10,4,12,7,8,5
"1171",2011-08-24,31,30,20,16,10,5,25,5,16,4
"1172",2011-08-25,15,23,13,12,6,8,18,5,11,4
"1173",2011-08-26,26,35,17,20,12,6,32,4,13,9
"1174",2011-08-27,15,23,14,14,11,3,20,6,9,5
"1175",2011-08-28,21,27,12,14,11,6,18,3,11,3
"1176",2011-08-29,19,24,16,12,11,6,21,7,13,5
"1177",2011-08-30,27,34,18,24,15,5,27,6,12,8
"1178",2011-08-31,24,28,17,16,12,7,21,10,12,9
"1179",2011-09-01,32,30,22,8,12,8,13,10,19,7
"1180",2011-09-02,28,22,23,14,8,5,19,14,9,8
"1181",2011-09-03,27,27,24,12,11,8,21,14,12,8
"1182",2011-09-04,15,17,17,12,5,4,14,3,8,3
"1183",2011-09-05,27,20,16,8,6,7,14,6,8,3
"1184",2011-09-06,27,27,23,12,10,6,18,5,8,5
"1185",2011-09-07,23,23,22,17,9,10,23,7,15,5
"1186",2011-09-08,34,42,27,18,13,15,33,10,16,11
"1187",2011-09-09,22,33,23,16,12,6,23,6,15,5
"1188",2011-09-10,32,27,14,14,17,4,21,4,15,7
"1189",2011-09-11,14,25,12,13,8,5,27,5,11,4
"1190",2011-09-12,19,27,17,17,9,12,26,7,13,10
"1191",2011-09-13,26,34,17,16,10,13,26,7,17,5
"1192",2011-09-14,27,37,17,24,16,12,31,10,24,11
"1193",2011-09-15,30,34,18,11,13,7,19,5,14,7
"1194",2011-09-16,27,27,25,18,9,12,20,11,15,5
"1195",2011-09-17,28,32,22,17,14,11,21,7,12,7
"1196",2011-09-18,25,47,19,26,12,15,28,6,21,8
"1197",2011-09-19,28,28,28,19,17,6,24,9,10,8
"1198",2011-09-20,25,24,17,13,17,6,17,7,7,10
"1199",2011-09-21,14,39,12,21,12,9,25,6,17,10
"1200",2011-09-22,29,29,18,14,18,7,22,10,14,5
"1201",2011-09-23,17,30,18,13,9,8,16,6,12,3
"1202",2011-09-24,27,29,11,15,5,7,17,3,10,5
"1203",2011-09-25,20,25,19,16,9,7,19,10,12,4
"1204",2011-09-26,30,26,22,13,16,8,20,10,13,5
"1205",2011-09-27,23,30,15,14,12,12,27,7,16,8
"1206",2011-09-28,17,32,16,19,10,14,20,6,16,5
"1207",2011-09-29,29,22,16,12,12,6,19,7,12,3
"1208",2011-09-30,27,27,22,17,16,8,28,7,18,8
"1209",2011-10-01,43,40,29,24,23,9,31,14,16,8
"1210",2011-10-02,18,34,16,22,15,13,28,6,22,9
"1211",2011-10-03,23,32,25,18,9,5,22,9,14,3
"1212",2011-10-04,24,28,13,17,9,9,20,7,19,10
"1213",2011-10-05,18,15,13,9,7,4,12,3,5,1
"1214",2011-10-06,18,29,17,20,11,6,22,6,15,9
"1215",2011-10-07,23,47,19,23,11,11,32,6,16,5
"1216",2011-10-08,22,34,22,13,12,9,21,7,13,5
"1217",2011-10-09,28,36,19,19,14,8,27,8,9,11
"1218",2011-10-10,22,39,19,25,11,12,35,9,21,10
"1219",2011-10-11,19,20,9,7,9,5,20,3,12,2
"1220",2011-10-12,29,33,18,19,17,11,26,6,17,5
"1221",2011-10-13,21,35,18,19,17,5,28,10,16,11
"1222",2011-10-14,29,27,20,22,15,8,25,8,15,10
"1223",2011-10-15,20,22,13,16,10,9,20,4,12,3
"1224",2011-10-16,26,27,21,20,13,7,18,12,11,3
"1225",2011-10-17,25,35,19,19,17,11,21,8,18,5
"1226",2011-10-18,34,33,12,17,12,11,22,6,21,4
"1227",2011-10-19,18,23,15,11,11,9,22,4,9,6
"1228",2011-10-20,45,28,29,15,16,5,23,11,11,6
"1229",2011-10-21,23,24,20,17,14,11,19,8,11,8
"1230",2011-10-22,33,22,17,9,21,5,17,14,5,8
"1231",2011-10-23,28,26,20,16,10,9,22,4,15,8
"1232",2011-10-24,26,21,18,10,8,3,17,7,8,7
"1233",2011-10-25,25,20,17,8,10,7,18,6,11,1
"1234",2011-10-26,32,31,18,16,10,8,27,5,11,3
"1235",2011-10-27,22,26,14,13,11,7,20,7,16,3
"1236",2011-10-28,18,22,18,10,11,7,20,6,8,3
"1237",2011-10-29,18,48,8,29,14,9,31,3,22,9
"1238",2011-10-30,34,35,23,20,15,7,31,10,15,7
"1239",2011-10-31,19,16,16,9,12,3,13,5,6,4
"1240",2011-11-01,17,26,12,12,11,5,20,7,12,5
"1241",2011-11-02,20,22,10,10,10,1,18,4,9,7
"1242",2011-11-03,27,42,17,19,21,11,35,10,21,7
"1243",2011-11-04,26,25,20,8,12,6,21,11,13,4
"1244",2011-11-05,27,49,25,22,9,8,29,7,12,7
"1245",2011-11-06,36,30,20,15,13,7,21,5,11,8
"1246",2011-11-07,28,39,14,17,10,6,21,4,16,8
"1247",2011-11-08,17,44,18,21,17,14,28,6,16,8
"1248",2011-11-09,20,38,11,16,13,8,26,6,19,9
"1249",2011-11-10,23,35,17,21,16,3,24,3,13,3
"1250",2011-11-11,19,38,18,19,10,7,19,6,14,8
"1251",2011-11-12,39,40,30,13,11,8,29,5,16,10
"1252",2011-11-13,30,46,19,19,10,13,25,5,14,8
"1253",2011-11-14,29,32,17,15,12,7,30,10,13,8
"1254",2011-11-15,16,21,15,6,12,4,12,2,6,3
"1255",2011-11-16,22,22,16,12,11,5,16,8,12,8
"1256",2011-11-17,34,37,28,17,11,10,22,8,9,6
"1257",2011-11-18,17,22,19,9,7,2,12,2,8,4
"1258",2011-11-19,33,37,20,18,18,11,36,8,18,10
"1259",2011-11-20,31,38,15,18,16,6,31,4,16,4
"1260",2011-11-21,31,38,26,18,11,10,31,5,20,8
"1261",2011-11-22,38,30,30,19,20,9,30,9,17,10
"1262",2011-11-23,33,38,14,13,13,9,24,5,18,7
"1263",2011-11-24,20,26,13,13,9,7,22,6,10,4
"1264",2011-11-25,20,24,18,13,11,9,16,4,12,5
"1265",2011-11-26,15,31,11,15,4,6,19,3,14,1
"1266",2011-11-27,16,30,12,15,6,10,24,2,20,4
"1267",2011-11-28,33,35,24,17,22,6,18,15,14,11
"1268",2011-11-29,23,28,19,13,8,5,22,5,12,3
"1269",2011-11-30,39,26,27,18,16,7,22,17,10,14
"1270",2011-12-01,20,44,23,26,11,8,33,7,21,9
"1271",2011-12-02,22,40,16,22,12,6,30,7,10,6
"1272",2011-12-03,25,18,25,11,12,6,12,10,10,9
"1273",2011-12-04,32,22,25,13,12,5,17,14,12,9
"1274",2011-12-05,36,39,23,21,18,4,25,13,19,8
"1275",2011-12-06,28,30,23,14,14,4,27,11,14,8
"1276",2011-12-07,27,33,22,20,13,2,18,6,9,7
"1277",2011-12-08,23,32,16,25,9,7,30,7,12,11
"1278",2011-12-09,13,36,9,13,4,10,22,2,12,4
"1279",2011-12-10,26,20,16,16,13,6,17,7,9,5
"1280",2011-12-11,29,30,16,22,13,7,22,12,11,11
"1281",2011-12-12,27,27,31,15,10,10,25,9,13,7
"1282",2011-12-13,16,28,9,15,6,7,21,1,10,4
"1283",2011-12-14,19,41,19,26,10,10,32,3,13,7
"1284",2011-12-15,23,33,23,16,4,8,26,3,12,2
"1285",2011-12-16,29,27,18,10,17,8,19,6,8,5
"1286",2011-12-17,23,32,19,17,9,9,26,7,15,9
"1287",2011-12-18,40,40,25,22,14,11,39,8,15,9
"1288",2011-12-19,20,18,17,13,7,6,19,6,11,6
"1289",2011-12-20,36,33,21,21,16,9,24,5,11,5
"1290",2011-12-21,15,26,12,15,12,7,19,6,13,3
"1291",2011-12-22,32,35,27,13,17,5,26,9,16,8
"1292",2011-12-23,18,29,11,20,14,8,25,5,16,4
"1293",2011-12-24,31,25,15,13,9,3,20,2,14,4
"1294",2011-12-25,42,22,26,10,17,8,19,16,14,13
"1295",2011-12-26,23,34,22,18,15,12,31,5,13,8
"1296",2011-12-27,15,21,8,16,9,6,17,3,12,8
"1297",2011-12-28,23,28,18,12,9,10,24,5,11,3
"1298",2011-12-29,29,24,19,10,9,8,20,3,14,5
"1299",2011-12-30,20,25,11,14,5,9,23,2,12,7
"1300",2011-12-31,36,32,14,18,16,4,31,9,12,9
"1301",2012-01-01,20,31,11,21,9,9,22,3,13,3
"1302",2012-01-02,19,27,17,11,11,6,22,8,15,4
"1303",2012-01-03,29,27,19,14,11,9,24,8,12,5
"1304",2012-01-04,22,42,20,20,8,14,26,4,15,5
"1305",2012-01-05,19,42,18,18,8,9,27,4,9,4
"1306",2012-01-06,9,29,8,13,5,7,25,2,9,3
"1307",2012-01-07,22,24,11,13,11,3,19,7,15,5
"1308",2012-01-08,33,36,22,19,18,9,34,10,14,7
"1309",2012-01-09,28,26,23,19,19,8,25,8,14,6
"1310",2012-01-10,29,24,15,12,16,7,22,9,12,4
"1311",2012-01-11,34,36,22,21,21,10,30,5,22,7
"1312",2012-01-12,18,32,13,14,11,5,21,9,15,4
"1313",2012-01-13,17,27,9,18,8,10,21,4,17,7
"1314",2012-01-14,19,21,15,9,8,2,20,6,9,5
"1315",2012-01-15,30,46,21,20,17,9,31,8,17,8
"1316",2012-01-16,27,37,13,20,12,5,24,10,16,6
"1317",2012-01-17,25,30,8,12,18,6,22,4,14,5
"1318",2012-01-18,22,35,18,11,12,3,17,7,11,3
"1319",2012-01-19,20,27,8,13,5,5,19,1,10,2
"1320",2012-01-20,17,25,11,14,7,7,18,0,18,4
"1321",2012-01-21,20,24,18,13,11,7,14,5,7,4
"1322",2012-01-22,32,24,22,13,14,5,18,9,8,8
"1323",2012-01-23,24,37,28,20,14,11,24,11,19,7
"1324",2012-01-24,13,23,18,12,9,6,19,4,10,7
"1325",2012-01-25,23,38,19,21,13,9,24,9,13,7
"1326",2012-01-26,17,26,10,13,10,5,18,6,10,3
"1327",2012-01-27,19,36,16,18,10,6,25,5,18,6
"1328",2012-01-28,38,34,30,13,22,8,24,13,10,12
"1329",2012-01-29,27,34,29,14,11,7,19,7,18,6
"1330",2012-01-30,24,23,15,17,8,8,19,10,16,6
"1331",2012-01-31,13,22,14,11,12,6,13,6,9,3
"1332",2012-02-01,21,35,22,16,16,7,22,8,20,5
"1333",2012-02-02,26,22,16,11,13,0,11,12,6,2
"1334",2012-02-03,21,31,15,18,8,9,26,3,11,6
"1335",2012-02-04,13,19,11,13,4,4,14,4,9,4
"1336",2012-02-05,26,34,17,22,16,13,25,8,15,4
"1337",2012-02-06,22,27,19,17,10,9,22,7,7,2
"1338",2012-02-07,27,33,12,14,15,8,21,6,11,11
"1339",2012-02-08,29,24,20,9,16,3,15,4,9,4
"1340",2012-02-09,25,40,17,20,12,12,29,11,14,8
"1341",2012-02-10,16,19,14,8,12,4,10,5,7,3
"1342",2012-02-11,17,25,14,11,9,6,16,4,8,9
"1343",2012-02-12,27,46,19,23,14,12,34,6,19,12
"1344",2012-02-13,26,31,18,20,14,8,19,8,13,11
"1345",2012-02-14,27,38,16,19,11,3,27,8,14,6
"1346",2012-02-15,9,27,14,20,10,12,26,3,17,3
"1347",2012-02-16,25,21,21,16,15,8,22,9,11,2
"1348",2012-02-17,21,39,12,21,8,10,22,3,15,6
"1349",2012-02-18,38,23,24,12,19,2,18,10,9,9
"1350",2012-02-19,15,25,13,18,5,2,21,4,12,1
"1351",2012-02-20,23,36,10,16,10,3,18,5,12,6
"1352",2012-02-21,24,43,17,28,12,14,31,4,20,8
"1353",2012-02-22,16,16,13,9,7,4,17,4,9,3
"1354",2012-02-23,17,24,18,13,18,8,16,12,16,9
"1355",2012-02-24,27,41,17,17,18,6,30,8,18,9
"1356",2012-02-25,30,28,20,19,10,9,23,11,12,6
"1357",2012-02-26,25,28,22,16,19,8,18,15,14,9
"1358",2012-02-27,27,33,18,19,14,7,30,8,17,10
"1359",2012-02-28,19,27,18,12,15,8,16,8,14,3
"1360",2012-02-29,28,31,21,13,16,7,20,8,4,9
"1361",2012-03-01,24,37,18,21,10,10,28,9,15,5
"1362",2012-03-02,37,33,24,22,13,12,30,16,12,10
"1363",2012-03-03,32,34,29,22,16,11,23,12,20,11
"1364",2012-03-04,25,31,27,20,15,10,23,7,15,8
"1365",2012-03-05,22,37,20,17,12,11,27,6,19,5
"1366",2012-03-06,18,28,10,15,12,8,19,8,10,6
"1367",2012-03-07,26,36,18,22,16,7,34,13,19,11
"1368",2012-03-08,27,26,20,21,18,10,26,12,13,14
"1369",2012-03-09,23,26,12,17,8,3,19,8,10,5
"1370",2012-03-10,31,36,27,19,10,7,23,9,12,8
