"","Date","PosCount","NegCount","TrustCount","AngerCount","AnticipationCount","DisgustCount","FearCount","JoyCount","SadnessCount","SurpriseCount"
"456",2009-09-07,27,23,15,13,11,6,18,11,11,5
"457",2009-09-08,23,24,18,17,15,4,19,11,11,12
"458",2009-09-09,14,21,10,16,8,6,13,3,10,4
"459",2009-09-10,38,25,32,14,19,7,20,12,12,11
"460",2009-09-11,27,27,19,14,12,13,28,5,19,4
"461",2009-09-12,26,19,16,11,10,3,19,9,6,2
"462",2009-09-13,20,28,18,10,12,8,20,5,11,4
"463",2009-09-14,37,33,27,17,12,8,21,11,19,4
"464",2009-09-15,21,20,12,8,9,7,17,6,7,4
"465",2009-09-16,25,27,21,14,10,5,28,8,10,7
"466",2009-09-17,25,33,20,17,14,11,28,12,23,6
"467",2009-09-18,23,36,19,18,14,8,31,11,16,9
"468",2009-09-19,25,26,11,15,9,8,21,6,12,10
"469",2009-09-20,22,24,15,14,14,7,21,8,12,2
"470",2009-09-21,26,19,23,8,10,7,14,6,6,3
"471",2009-09-22,25,20,16,13,9,9,26,6,12,4
"472",2009-09-23,34,37,17,24,20,8,23,7,15,7
"473",2009-09-24,27,37,25,15,14,9,24,8,12,6
"474",2009-09-25,25,24,21,13,10,4,23,8,11,4
"475",2009-09-26,19,19,12,14,8,4,16,4,13,6
"476",2009-09-27,16,21,11,10,5,7,15,7,10,4
"477",2009-09-28,16,23,8,7,6,4,14,5,9,6
"478",2009-09-29,25,35,21,19,15,12,29,6,15,7
"479",2009-09-30,30,25,18,13,14,6,19,12,7,7
"480",2009-10-01,28,30,16,21,13,7,29,10,14,10
"481",2009-10-02,25,32,19,13,13,12,25,9,14,9
"482",2009-10-03,18,20,12,10,5,4,17,10,15,4
"483",2009-10-04,19,19,11,14,10,9,13,9,7,3
"484",2009-10-05,41,35,24,19,16,5,29,13,14,14
"485",2009-10-06,26,25,24,12,15,6,20,9,12,9
"486",2009-10-07,27,37,17,21,14,12,26,5,16,5
"487",2009-10-08,32,34,26,14,15,7,24,10,19,7
"488",2009-10-09,30,24,19,10,12,3,11,6,8,5
"489",2009-10-10,19,19,23,13,12,6,20,7,10,4
"490",2009-10-11,24,28,20,22,10,12,21,7,17,8
"491",2009-10-12,25,26,12,9,12,6,21,5,6,4
"492",2009-10-13,26,33,26,18,13,6,20,11,14,7
"493",2009-10-14,20,29,14,12,12,7,24,5,13,8
"494",2009-10-15,39,28,28,13,11,7,22,9,14,6
"495",2009-10-16,25,26,16,18,18,8,22,8,10,5
"496",2009-10-17,30,35,25,18,8,10,29,6,13,6
"497",2009-10-18,31,27,20,11,9,7,24,9,12,5
"498",2009-10-19,37,33,16,17,9,6,22,9,18,9
"499",2009-10-20,23,13,13,7,15,0,14,4,3,5
"500",2009-10-21,31,22,21,18,19,6,21,12,12,7
"501",2009-10-22,31,32,21,14,11,10,20,11,13,4
"502",2009-10-23,35,35,25,14,15,8,30,12,13,8
"503",2009-10-24,36,23,24,10,13,8,16,9,12,8
"504",2009-10-25,60,57,37,26,18,10,45,15,24,12
"505",2009-10-26,27,27,16,12,12,4,15,7,9,2
"506",2009-10-27,30,32,21,19,8,13,21,9,15,3
"507",2009-10-28,27,37,22,20,14,12,27,9,17,6
"508",2009-10-29,23,36,16,13,11,4,23,3,13,5
"509",2009-10-30,22,25,24,9,13,8,19,7,10,13
"510",2009-10-31,12,34,9,15,5,8,23,4,14,7
"511",2009-11-01,16,21,13,11,9,6,15,5,13,6
"512",2009-11-02,25,30,13,17,11,5,20,4,9,2
"513",2009-11-03,28,46,19,18,8,9,34,8,22,4
"514",2009-11-04,31,19,21,8,14,4,16,9,8,5
"515",2009-11-05,19,32,15,25,6,12,22,6,10,8
"516",2009-11-06,33,28,20,11,15,5,17,8,13,6
"517",2009-11-07,27,30,16,16,9,10,20,7,13,10
"518",2009-11-08,21,25,18,9,7,5,21,7,9,3
"519",2009-11-09,28,30,20,16,16,7,20,11,10,8
"520",2009-11-10,33,26,21,14,11,8,16,8,7,6
"521",2009-11-11,30,34,18,17,16,9,25,9,9,5
"522",2009-11-12,16,28,13,17,8,7,30,5,16,5
"523",2009-11-13,38,32,27,18,15,8,28,8,14,8
"524",2009-11-14,24,29,15,15,11,7,13,8,13,5
"525",2009-11-15,36,22,22,13,14,9,20,10,12,8
"526",2009-11-16,18,29,19,16,12,11,25,7,10,6
"527",2009-11-17,28,27,20,14,10,7,17,9,9,5
"528",2009-11-18,20,22,22,14,17,8,21,8,14,5
"529",2009-11-19,20,28,14,19,11,10,26,5,19,1
"530",2009-11-20,26,27,18,15,8,5,27,4,11,0
"531",2009-11-21,24,28,20,14,15,6,27,7,11,5
"532",2009-11-22,34,26,26,12,10,8,19,9,7,4
"533",2009-11-23,15,41,16,24,14,15,33,1,23,8
"534",2009-11-24,16,35,19,16,10,6,20,10,16,2
"535",2009-11-25,24,17,14,11,10,9,16,9,14,8
"536",2009-11-26,28,34,24,21,21,16,24,13,12,9
"537",2009-11-27,23,25,17,18,16,8,23,11,10,9
"538",2009-11-28,25,36,19,21,12,16,25,8,22,8
"539",2009-11-29,30,33,26,19,15,9,26,9,19,6
"540",2009-11-30,22,32,19,23,8,8,25,4,17,4
"541",2009-12-01,25,35,20,16,19,5,24,10,13,11
"542",2009-12-02,17,45,20,23,12,15,31,5,22,6
"543",2009-12-03,17,29,15,13,13,5,19,9,12,3
"544",2009-12-04,14,26,10,16,9,7,21,4,12,6
"545",2009-12-05,29,18,27,11,10,6,15,7,11,7
"546",2009-12-06,25,33,20,18,17,9,25,6,14,9
"547",2009-12-07,17,20,16,10,10,6,17,5,13,4
"548",2009-12-08,15,14,14,7,11,3,13,3,8,7
"549",2009-12-09,29,16,19,8,9,1,20,6,7,4
"550",2009-12-10,21,34,17,22,10,11,29,7,12,3
"551",2009-12-11,31,20,24,10,8,6,20,4,5,3
"552",2009-12-12,16,30,13,18,10,10,19,2,15,1
"553",2009-12-13,26,36,12,20,14,15,30,5,15,6
"554",2009-12-14,29,39,19,16,13,9,27,8,13,9
"555",2009-12-15,27,24,24,11,10,4,20,4,13,3
"556",2009-12-16,17,34,16,17,6,8,17,6,12,4
"557",2009-12-17,17,29,13,18,6,8,20,5,11,4
"558",2009-12-18,27,28,16,15,13,7,22,12,15,7
"559",2009-12-19,31,24,27,13,12,8,20,14,14,8
"560",2009-12-20,25,30,17,20,13,7,23,7,16,7
"561",2009-12-21,25,20,21,14,17,7,21,11,13,6
"562",2009-12-22,23,35,20,22,14,4,27,9,18,6
"563",2009-12-23,23,28,15,18,11,7,24,6,11,4
"564",2009-12-24,30,22,12,19,12,9,16,6,12,8
"565",2009-12-25,23,37,18,23,10,10,33,7,18,7
"566",2009-12-26,20,32,13,18,12,8,26,6,17,11
"567",2009-12-27,21,44,11,26,6,8,32,1,17,3
"568",2009-12-28,39,22,21,14,17,4,21,7,9,5
"569",2009-12-29,12,18,12,11,5,4,17,2,10,5
"570",2009-12-30,26,31,24,22,16,10,25,12,11,4
"571",2009-12-31,24,32,19,19,16,7,29,5,17,11
"572",2010-01-01,21,32,14,25,8,8,28,6,15,12
"573",2010-01-02,23,32,19,18,12,12,26,7,14,8
"574",2010-01-03,27,25,17,14,15,7,19,8,11,11
"575",2010-01-04,20,24,12,11,8,6,16,5,11,6
"576",2010-01-05,10,22,10,8,6,8,14,2,6,5
"577",2010-01-06,31,33,23,19,18,10,32,12,18,9
"578",2010-01-07,24,30,19,17,13,8,26,12,16,10
"579",2010-01-08,43,38,20,21,16,7,30,5,16,5
"580",2010-01-09,18,30,16,19,12,9,19,10,14,9
"581",2010-01-10,22,29,15,16,10,6,24,9,23,9
"582",2010-01-11,27,26,19,15,10,7,21,3,12,1
"583",2010-01-12,23,34,19,20,10,7,29,8,22,15
"584",2010-01-13,33,34,16,23,13,14,29,9,17,8
"585",2010-01-14,27,35,21,17,12,7,22,9,14,9
"586",2010-01-15,18,25,15,15,16,4,20,8,16,6
"587",2010-01-16,19,29,4,15,7,6,12,4,7,3
"588",2010-01-17,27,29,17,18,9,5,22,10,15,5
"589",2010-01-18,27,27,17,20,9,10,25,8,15,8
"590",2010-01-19,19,26,11,11,10,4,22,6,10,6
"591",2010-01-20,17,25,11,10,11,6,22,5,14,8
"592",2010-01-21,37,32,24,18,12,5,28,7,13,8
"593",2010-01-22,38,34,31,17,21,10,23,13,18,5
"594",2010-01-23,29,29,17,17,14,11,25,12,15,8
"595",2010-01-24,29,27,26,6,14,2,19,9,11,3
"596",2010-01-25,29,32,22,12,10,4,26,7,11,5
"597",2010-01-26,17,35,15,18,15,11,27,9,17,8
"598",2010-01-27,17,25,8,12,8,6,19,1,10,3
"599",2010-01-28,29,30,16,16,11,8,28,6,13,4
"600",2010-01-29,14,24,12,9,12,4,18,6,5,3
"601",2010-01-30,27,25,17,13,5,6,31,7,13,10
"602",2010-01-31,24,22,18,13,16,3,20,8,11,7
"603",2010-02-01,24,26,19,14,7,6,19,5,8,2
"604",2010-02-02,29,24,21,7,14,1,16,13,11,6
"605",2010-02-03,19,24,20,18,10,4,22,7,17,5
"606",2010-02-04,24,30,13,14,12,9,26,8,17,3
"607",2010-02-05,29,30,18,12,15,8,22,7,13,8
"608",2010-02-06,26,29,13,10,10,9,22,10,12,5
"609",2010-02-07,25,33,18,18,8,13,30,5,17,7
"610",2010-02-08,25,41,18,22,11,9,36,9,24,11
"611",2010-02-09,18,39,15,17,18,9,27,7,16,5
"612",2010-02-10,19,31,22,14,10,7,19,7,13,7
"613",2010-02-11,24,29,21,17,4,8,18,5,13,5
"614",2010-02-12,23,23,12,18,11,9,18,6,8,6
"615",2010-02-13,21,35,11,16,9,10,25,8,18,6
"616",2010-02-14,24,25,16,10,6,5,18,4,12,4
"617",2010-02-15,19,28,23,17,13,8,19,7,13,4
"618",2010-02-16,18,24,12,18,7,7,20,3,11,7
"619",2010-02-17,16,33,14,20,7,6,29,2,17,5
"620",2010-02-18,19,30,19,15,11,5,16,6,4,6
"621",2010-02-19,14,31,11,16,12,7,27,6,15,6
"622",2010-02-20,11,21,6,14,4,5,17,2,11,3
"623",2010-02-21,21,35,18,16,13,3,29,7,10,8
"624",2010-02-22,20,30,20,19,4,5,25,6,16,7
"625",2010-02-23,21,34,18,22,12,5,27,6,15,6
"626",2010-02-24,21,35,15,23,9,10,31,4,20,3
"627",2010-02-25,17,19,14,11,8,2,11,5,9,2
"628",2010-02-26,18,17,11,13,13,3,18,5,12,12
"629",2010-02-27,18,23,15,15,13,6,19,6,17,10
"630",2010-02-28,17,29,14,14,10,5,23,6,14,5
"631",2010-03-01,26,36,19,21,15,14,31,8,23,4
"632",2010-03-02,23,19,16,12,15,9,14,8,9,4
"633",2010-03-03,21,22,21,12,18,7,21,13,12,6
"634",2010-03-04,20,30,15,20,9,11,24,6,16,8
"635",2010-03-05,17,22,15,15,10,7,19,5,14,4
"636",2010-03-06,36,29,29,12,16,7,15,15,15,9
"637",2010-03-07,18,32,13,21,8,8,20,4,16,8
"638",2010-03-08,21,28,13,13,16,8,22,8,14,5
"639",2010-03-09,26,25,18,14,12,10,20,9,18,5
"640",2010-03-10,25,28,20,19,17,10,21,9,16,6
"641",2010-03-11,27,23,18,11,10,4,13,7,9,4
"642",2010-03-12,21,22,12,15,16,9,20,6,16,3
"643",2010-03-13,16,26,11,14,9,9,18,5,9,3
"644",2010-03-14,29,21,21,12,13,11,16,13,12,12
"645",2010-03-15,25,21,19,14,15,5,14,8,11,7
"646",2010-03-16,22,30,19,19,9,8,21,4,15,4
"647",2010-03-17,28,31,24,17,15,11,23,12,15,5
"648",2010-03-18,23,24,16,12,11,8,18,7,7,5
"649",2010-03-19,31,35,24,18,16,11,23,10,12,6
"650",2010-03-20,22,29,22,14,8,5,21,8,10,8
"651",2010-03-21,15,24,15,16,6,4,22,5,11,4
"652",2010-03-22,27,33,9,15,5,6,21,4,13,1
"653",2010-03-23,24,28,12,14,10,10,20,6,10,7
"654",2010-03-24,24,31,13,14,14,3,27,7,13,7
"655",2010-03-25,26,25,24,14,8,7,20,6,7,6
"656",2010-03-26,18,28,14,17,11,11,18,8,14,4
"657",2010-03-27,17,35,14,17,10,14,21,6,13,5
"658",2010-03-29,19,25,12,10,14,6,21,7,12,2
"659",2010-03-30,28,31,20,20,15,10,26,11,12,3
"660",2010-03-31,11,33,12,22,4,9,25,4,15,5
"661",2010-04-01,28,29,18,14,15,7,21,9,10,4
"662",2010-04-02,23,23,12,13,15,7,19,11,12,8
"663",2010-04-03,19,36,15,18,7,11,24,4,22,7
"664",2010-04-04,32,28,23,15,19,8,19,9,13,5
"665",2010-04-05,16,29,18,23,9,8,21,6,18,11
"666",2010-04-06,28,27,32,13,17,10,20,12,13,11
"667",2010-04-07,24,33,15,23,15,11,29,9,14,10
"668",2010-04-08,23,27,21,15,8,8,14,7,7,0
"669",2010-04-09,31,25,17,16,19,8,23,11,12,7
"670",2010-04-10,32,29,21,18,14,8,23,9,12,7
"671",2010-04-11,14,31,14,13,10,9,22,5,15,3
"672",2010-04-12,31,22,19,12,11,8,15,7,10,6
"673",2010-04-13,10,29,14,17,6,7,21,3,13,3
"674",2010-04-14,16,23,14,15,8,5,14,6,13,7
"675",2010-04-15,19,29,15,12,5,8,16,10,12,4
"676",2010-04-16,23,38,12,18,9,11,29,9,22,8
"677",2010-04-17,18,24,11,11,14,5,16,8,8,9
"678",2010-04-18,20,34,14,10,18,4,18,8,12,10
"679",2010-04-19,34,36,23,19,23,9,32,17,14,15
"680",2010-04-20,14,26,17,15,11,7,18,7,13,8
"681",2010-04-21,23,29,21,17,21,6,21,7,12,8
"682",2010-04-22,20,29,19,16,13,6,22,8,11,6
"683",2010-04-23,29,23,21,13,17,8,11,10,12,8
"684",2010-04-24,18,33,15,14,13,15,28,7,16,4
"685",2010-04-25,18,15,11,9,9,4,13,7,4,5
"686",2010-04-26,18,12,15,7,6,5,12,5,5,2
"687",2010-04-27,19,12,14,6,12,2,9,5,2,6
"688",2010-04-28,23,40,25,19,8,13,28,4,19,6
"689",2010-04-29,17,26,16,15,9,8,20,6,12,5
"690",2010-04-30,29,31,24,12,16,9,23,10,12,5
"691",2010-05-01,21,28,16,12,14,9,27,7,15,11
"692",2010-05-02,24,31,11,22,9,7,18,11,15,9
"693",2010-05-03,30,29,20,16,11,9,20,8,10,1
"694",2010-05-04,17,24,15,11,17,4,17,4,9,2
"695",2010-05-05,21,26,17,15,9,6,17,2,6,3
"696",2010-05-06,17,27,19,14,12,10,21,5,15,7
"697",2010-05-07,21,24,13,12,12,8,13,5,9,6
"698",2010-05-08,33,28,17,14,11,3,15,5,9,4
"699",2010-05-09,22,33,16,14,8,7,17,8,13,12
"700",2010-05-10,28,30,17,15,15,10,22,10,20,4
"701",2010-05-11,25,30,22,9,13,4,22,12,16,6
"702",2010-05-12,24,31,20,14,10,10,23,9,13,7
"703",2010-05-13,19,32,16,11,11,4,24,7,13,10
"704",2010-05-14,22,38,15,21,9,8,26,9,19,9
"705",2010-05-15,22,30,12,16,8,5,26,9,16,9
"706",2010-05-16,23,34,11,17,18,8,23,5,12,11
"707",2010-05-17,10,21,8,12,7,7,18,2,12,4
"708",2010-05-18,30,31,36,19,16,8,23,9,13,1
"709",2010-05-19,33,30,20,16,14,11,26,7,14,7
"710",2010-05-20,11,24,9,12,15,8,16,4,9,5
"711",2010-05-21,16,24,10,17,16,8,19,7,12,4
"712",2010-05-22,20,28,11,16,9,6,22,7,15,5
"713",2010-05-23,29,23,20,9,12,2,19,12,7,7
"714",2010-05-24,21,29,19,16,9,7,19,4,6,3
"715",2010-05-25,23,37,19,16,10,7,26,7,12,7
"716",2010-05-26,25,21,23,13,11,9,12,7,11,4
"717",2010-05-27,42,33,24,15,19,12,29,12,15,10
"718",2010-05-28,19,35,19,18,12,9,23,5,17,10
"719",2010-05-29,29,30,17,13,8,5,16,6,13,5
"720",2010-05-30,21,32,11,18,8,7,27,5,15,8
"721",2010-05-31,21,34,10,17,12,9,27,3,21,11
"722",2010-06-01,32,26,24,17,15,2,25,7,13,8
"723",2010-06-02,29,36,25,21,21,7,25,9,18,7
"724",2010-06-03,18,27,9,20,9,9,21,4,13,8
"725",2010-06-04,31,36,16,28,10,8,31,7,19,11
"726",2010-06-05,26,26,16,15,16,4,19,4,12,5
"727",2010-06-06,12,21,12,16,6,6,21,2,13,8
"728",2010-06-07,21,28,13,12,8,10,19,7,18,6
"729",2010-06-08,25,32,18,17,13,7,33,9,16,10
"730",2010-06-09,34,25,23,10,15,5,19,10,11,8
"731",2010-06-10,27,36,21,22,13,14,26,7,19,5
"732",2010-06-11,18,27,11,15,16,6,22,8,21,5
"733",2010-06-12,13,26,14,14,6,5,21,2,12,2
"734",2010-06-13,25,30,17,20,19,7,25,11,16,9
"735",2010-06-14,23,31,15,20,12,4,27,9,15,5
"736",2010-06-15,27,31,19,16,11,11,22,6,13,3
"737",2010-06-16,21,30,17,18,13,11,21,7,10,7
"738",2010-06-17,20,23,18,13,6,5,17,4,7,4
"739",2010-06-18,29,37,20,19,15,17,26,9,20,8
"740",2010-06-19,31,29,18,13,12,9,23,14,13,10
"741",2010-06-20,21,37,14,14,7,10,25,5,21,4
"742",2010-06-21,26,27,18,13,19,7,14,12,13,9
"743",2010-06-22,22,28,17,17,15,10,17,5,13,7
"744",2010-06-23,21,29,24,13,12,7,17,6,15,8
"745",2010-06-24,35,25,22,16,15,5,22,13,19,5
"746",2010-06-25,25,26,19,10,10,3,15,10,12,4
"747",2010-06-26,25,22,13,13,8,6,17,5,10,3
"748",2010-06-27,29,27,22,16,15,8,17,10,15,7
"749",2010-06-28,29,24,27,18,16,5,22,15,8,7
"750",2010-06-29,24,27,22,13,9,5,18,7,9,9
"751",2010-06-30,35,38,29,13,14,10,25,10,15,5
"752",2010-07-01,32,17,22,5,14,2,14,10,7,4
"753",2010-07-02,21,38,13,21,9,7,25,8,18,2
"754",2010-07-03,17,21,15,10,8,9,16,5,13,6
"755",2010-07-04,23,28,17,17,11,9,22,8,13,6
"756",2010-07-05,26,37,15,20,12,17,27,6,19,6
"757",2010-07-06,30,24,23,18,10,9,21,11,8,6
"758",2010-07-07,24,29,18,16,15,10,24,6,18,4
"759",2010-07-08,21,41,19,25,16,18,28,8,26,11
"760",2010-07-09,19,22,18,12,7,7,9,4,9,4
"761",2010-07-10,19,26,13,15,12,9,24,7,17,6
"762",2010-07-11,11,23,10,13,4,4,13,3,12,2
"763",2010-07-12,24,39,15,22,16,6,31,10,13,7
"764",2010-07-13,35,27,23,18,18,10,28,6,19,8
"765",2010-07-14,29,28,24,15,12,11,15,6,12,5
"766",2010-07-15,41,31,33,25,26,13,27,21,16,9
"767",2010-07-16,27,32,18,18,20,8,23,10,13,7
"768",2010-07-17,19,31,14,16,9,14,19,7,16,7
"769",2010-07-18,27,30,26,22,11,7,27,10,17,6
"770",2010-07-19,31,20,25,10,14,5,10,11,6,6
"771",2010-07-20,32,18,29,10,24,7,18,16,9,3
"772",2010-07-21,22,30,19,21,16,11,27,9,17,11
"773",2010-07-22,31,22,22,11,14,7,16,6,9,8
"774",2010-07-23,18,36,14,16,8,11,26,7,13,5
"775",2010-07-24,26,19,16,3,17,5,15,11,8,5
"776",2010-07-25,26,24,19,10,11,6,18,9,10,5
"777",2010-07-26,26,33,23,20,6,6,33,7,16,5
"778",2010-07-27,26,33,19,20,11,3,28,10,12,4
"779",2010-07-28,21,45,20,26,16,14,34,8,22,7
"780",2010-07-29,25,25,28,15,10,4,22,9,5,3
"781",2010-07-30,26,30,21,13,10,10,27,8,13,3
"782",2010-07-31,11,32,11,15,7,6,25,3,10,2
"783",2010-08-01,22,35,15,12,9,7,25,5,15,5
"784",2010-08-02,21,34,11,14,6,6,21,7,15,6
"785",2010-08-03,29,33,19,18,11,6,23,8,12,4
"786",2010-08-04,12,24,11,14,7,7,12,3,7,3
"787",2010-08-05,27,25,18,8,13,7,19,7,12,5
"788",2010-08-06,21,27,15,18,13,9,19,11,17,11
"789",2010-08-07,19,25,11,11,9,7,19,3,10,6
"790",2010-08-08,21,27,16,15,6,8,20,5,8,6
"791",2010-08-09,19,28,15,15,10,5,26,6,14,3
"792",2010-08-10,17,36,16,18,7,14,29,3,20,6
"793",2010-08-11,29,16,18,8,9,4,13,12,4,4
"794",2010-08-12,21,27,10,20,10,9,23,2,12,7
"795",2010-08-13,17,28,16,17,12,11,24,9,16,4
"796",2010-08-14,21,30,8,13,9,7,19,4,12,5
"797",2010-08-15,17,27,14,13,7,4,20,6,9,3
"798",2010-08-16,17,21,14,14,11,5,18,3,7,5
"799",2010-08-17,22,25,16,18,10,8,17,5,12,5
"800",2010-08-18,19,19,11,13,7,2,12,5,8,7
"801",2010-08-19,21,22,16,12,9,8,15,3,9,0
"802",2010-08-20,22,22,12,15,7,11,22,4,15,3
"803",2010-08-21,13,21,13,12,7,6,18,4,8,1
"804",2010-08-22,23,24,16,13,11,6,18,5,10,4
"805",2010-08-23,25,20,23,10,10,5,20,10,5,6
"806",2010-08-24,22,29,19,21,12,9,22,5,10,7
"807",2010-08-25,23,33,21,14,9,4,26,9,12,2
"808",2010-08-26,12,18,8,11,8,6,18,6,10,4
"809",2010-08-27,21,17,14,6,10,4,19,9,8,2
"810",2010-08-28,21,22,13,10,15,3,13,9,3,6
"811",2010-08-29,19,42,11,19,12,10,30,4,11,11
"812",2010-08-30,17,26,16,15,9,7,23,2,9,5
"813",2010-08-31,21,30,17,16,11,4,22,4,10,5
"814",2010-09-01,26,31,10,15,7,7,23,5,14,6
"815",2010-09-02,28,29,21,11,14,6,21,5,7,5
"816",2010-09-03,27,26,23,18,13,5,16,11,9,5
"817",2010-09-04,28,19,18,8,13,5,15,13,12,4
"818",2010-09-05,17,32,15,19,9,7,27,7,14,8
"819",2010-09-06,35,25,32,10,14,8,14,13,10,8
"820",2010-09-07,30,32,25,17,19,9,31,12,16,6
"821",2010-09-08,18,28,16,10,9,4,16,7,9,5
"822",2010-09-09,23,17,17,11,9,6,15,13,9,6
"823",2010-09-10,22,45,22,21,12,11,29,7,19,8
"824",2010-09-11,23,28,16,17,11,10,23,5,14,2
"825",2010-09-12,26,34,27,19,13,6,26,9,17,6
"826",2010-09-13,16,28,6,11,6,6,15,4,9,1
"827",2010-09-14,27,24,22,13,15,7,22,8,9,2
"828",2010-09-15,20,21,11,8,7,2,7,3,9,3
"829",2010-09-16,28,22,19,15,16,5,21,6,8,10
"830",2010-09-17,28,33,22,15,12,8,27,6,14,8
"831",2010-09-18,24,20,18,12,12,4,19,11,10,4
"832",2010-09-19,21,28,15,16,7,4,22,6,17,2
"833",2010-09-20,40,36,22,22,11,6,26,4,16,5
"834",2010-09-21,36,20,23,11,22,4,11,13,5,7
"835",2010-09-22,23,27,23,18,11,7,28,6,11,6
"836",2010-09-23,23,27,23,10,5,5,21,4,9,5
"837",2010-09-24,26,27,16,11,16,7,21,7,11,6
"838",2010-09-25,26,20,18,10,9,2,14,8,9,3
"839",2010-09-26,28,24,20,12,14,7,16,11,9,9
"840",2010-09-27,21,29,14,14,14,7,20,5,15,2
"841",2010-09-28,15,25,10,15,13,7,25,3,13,4
"842",2010-09-29,17,23,12,14,11,6,19,6,8,6
"843",2010-09-30,26,25,20,14,13,8,21,7,11,8
"844",2010-10-01,31,30,22,13,14,7,29,10,12,9
"845",2010-10-02,29,30,22,18,11,3,24,7,7,7
"846",2010-10-03,24,29,14,10,8,6,14,8,13,4
"847",2010-10-04,24,37,18,21,11,10,26,12,13,4
"848",2010-10-05,26,33,21,17,17,8,24,10,14,8
"849",2010-10-06,41,34,24,15,15,11,20,11,12,8
"850",2010-10-07,26,37,15,13,10,14,23,4,12,4
"851",2010-10-08,31,31,22,19,16,8,23,10,12,5
"852",2010-10-09,32,39,27,22,26,10,31,18,12,11
"853",2010-10-10,31,36,18,18,15,9,28,16,16,11
"854",2010-10-11,46,34,38,22,24,16,27,21,15,18
"855",2010-10-12,30,33,31,22,16,12,31,12,18,9
"856",2010-10-13,28,30,20,17,10,12,26,9,16,5
"857",2010-10-14,35,33,34,15,9,7,21,12,18,8
"858",2010-10-15,24,23,13,9,9,4,16,9,12,2
"859",2010-10-16,19,26,16,14,12,10,19,10,9,6
"860",2010-10-17,26,28,17,15,11,4,16,7,7,3
"861",2010-10-18,11,31,13,21,11,8,22,6,10,11
"862",2010-10-19,40,28,29,19,17,7,18,13,13,6
"863",2010-10-20,33,28,16,18,8,8,17,5,14,1
"864",2010-10-21,32,25,17,15,12,7,14,6,10,6
"865",2010-10-22,19,26,10,12,12,5,20,9,9,2
"866",2010-10-23,26,34,16,14,16,7,24,11,18,6
"867",2010-10-24,22,41,23,22,17,17,31,11,20,11
"868",2010-10-25,18,27,16,15,16,7,28,7,17,6
"869",2010-10-26,27,38,16,21,14,13,35,8,22,9
"870",2010-10-27,31,30,27,11,14,6,19,9,14,8
"871",2010-10-28,15,28,16,9,7,8,23,2,9,4
"872",2010-10-29,17,30,17,20,15,12,26,4,18,8
"873",2010-10-30,39,32,28,17,20,10,26,12,12,6
"874",2010-10-31,25,35,17,21,8,9,32,2,24,7
"875",2010-11-01,28,38,21,22,14,12,33,10,21,9
"876",2010-11-02,32,36,20,15,8,14,22,8,14,9
"877",2010-11-03,13,31,13,11,11,4,22,8,7,7
"878",2010-11-04,19,37,14,21,14,12,41,7,20,13
"879",2010-11-05,25,31,12,22,14,9,26,11,17,8
"880",2010-11-06,27,42,17,19,10,10,31,7,16,7
"881",2010-11-07,22,29,14,13,10,5,15,9,7,8
"882",2010-11-08,25,35,18,17,14,5,25,5,14,6
"883",2010-11-09,28,28,19,14,14,6,19,7,11,4
"884",2010-11-10,27,27,22,12,6,7,20,7,8,4
"885",2010-11-11,32,30,17,16,17,6,23,11,11,9
"886",2010-11-12,20,26,14,14,14,9,17,7,12,3
"887",2010-11-13,33,38,24,21,21,10,27,11,16,14
"888",2010-11-14,26,34,21,18,11,14,22,8,15,12
"889",2010-11-15,15,25,16,13,12,10,22,6,16,4
"890",2010-11-16,27,29,14,15,14,12,27,5,13,5
"891",2010-11-17,23,32,22,15,11,11,19,10,13,11
"892",2010-11-18,10,30,9,10,5,5,16,5,14,5
"893",2010-11-19,20,34,10,14,13,7,18,6,9,6
"894",2010-11-20,13,28,16,12,9,7,20,2,9,5
"895",2010-11-21,19,28,13,13,8,4,17,10,12,3
"896",2010-11-22,23,26,18,13,13,9,20,9,15,7
"897",2010-11-23,16,23,12,7,9,4,24,4,7,2
"898",2010-11-24,19,21,20,11,11,6,16,3,9,7
"899",2010-11-25,27,19,12,4,12,5,9,5,5,7
"900",2010-11-26,26,27,19,20,15,8,25,7,12,6
"901",2010-11-27,27,36,19,15,15,10,24,9,12,5
"902",2010-11-28,23,27,27,12,14,10,23,6,6,6
"903",2010-11-29,28,46,21,21,17,10,36,3,21,10
"904",2010-11-30,22,26,10,11,13,8,22,5,12,11
"905",2010-12-01,20,24,15,12,10,7,14,7,5,5
"906",2010-12-02,25,23,21,6,12,5,20,5,6,6
"907",2010-12-03,14,22,17,15,7,5,18,3,7,6
"908",2010-12-04,25,27,16,7,8,5,19,6,7,5
"909",2010-12-05,29,31,22,18,14,8,19,9,9,9
"910",2010-12-06,19,38,26,23,16,12,33,3,17,6
"911",2010-12-07,23,34,20,14,9,13,17,10,17,8
"912",2010-12-08,25,20,23,6,13,6,14,9,6,4
"913",2010-12-09,28,32,25,15,15,3,17,8,7,10
"914",2010-12-10,20,23,22,10,8,8,11,6,14,4
"915",2010-12-11,26,36,22,22,16,12,30,11,11,2
"916",2010-12-12,27,32,19,13,13,8,33,5,17,4
"917",2010-12-13,25,23,21,11,15,3,21,12,8,8
"918",2010-12-14,30,30,22,11,10,4,26,10,13,6
"919",2010-12-15,33,26,28,9,9,3,18,7,10,4
